hotel,arrival_date_year,arrival_date_month,stays_in_week_nights,stays_in_weekend_nights,meal,Meal_cost,country,market_segment,daily_rate_per_night,required_car_parking_spaces,Revenue
City Hotel,2019,January,0,1,SC,$35.00 ,SAU,Online TA,$75.00 ,0,$787.50 
City Hotel,2019,January,2,0,SC,$35.00 ,PRT,Online TA,$79.00 ,0,"$1,659.00 "
City Hotel,2019,January,1,0,BB,$12.99 ,DEU,Online TA,$90.00 ,0,$350.73 
City Hotel,2019,January,1,0,BB,$12.99 ,DEU,Online TA,$90.00 ,0,$350.73 
City Hotel,2019,July,1,0,SC,$35.00 ,GBR,Online TA,$149.00 ,0,"$1,564.50 "
City Hotel,2019,July,1,0,SC,$35.00 ,ITA,Online TA,$139.00 ,0,"$1,459.50 "
City Hotel,2019,July,1,0,SC,$35.00 ,PRT,Online TA,$109.00 ,0,"$1,144.50 "
City Hotel,2019,May,1,0,BB,$12.99 ,PRT,Online TA,$84.00 ,0,$327.35 
City Hotel,2019,May,0,1,BB,$12.99 ,PRT,Online TA,$105.00 ,0,$409.19 
City Hotel,2019,May,1,0,BB,$12.99 ,PRT,Online TA,$176.00 ,0,$685.87 
City Hotel,2020,February,1,0,SC,$35.00 ,PRT,Online TA,$88.00 ,0,$924.00 
City Hotel,2020,January,1,2,HB,$17.99 ,ITA,Online TA,$175.20 ,0,"$2,836.66 "
City Hotel,2020,July,2,0,SC,$35.00 ,ESP,Online TA,$130.00 ,0,"$2,730.00 "
City Hotel,2020,July,2,1,SC,$35.00 ,NOR,Online TA,$133.33 ,0,"$4,199.90 "
City Hotel,2020,March,4,0,SC,$35.00 ,NGA,Online TA,$74.80 ,0,"$3,141.60 "
City Hotel,2020,March,3,1,BB,$12.99 ,CHN,Online TA,$138.15 ,0,"$2,153.48 "
City Hotel,2020,March,1,0,SC,$35.00 ,ESP,Online TA,$89.00 ,0,$934.50 
City Hotel,2020,May,1,0,SC,$35.00 ,PRT,Online TA,$150.00 ,0,"$1,575.00 "
City Hotel,2018,August,1,1,BB,$12.99 ,PRT,Online TA,$98.00 ,0,$763.81 
City Hotel,2019,April,1,2,BB,$12.99 ,RUS,Online TA,$136.00 ,0,"$1,589.98 "
City Hotel,2019,April,0,1,SC,$35.00 ,PRT,Online TA,$89.00 ,0,$934.50 
City Hotel,2019,February,1,0,SC,$35.00 ,BRA,Online TA,$79.00 ,0,$829.50 
City Hotel,2019,February,1,0,SC,$35.00 ,PRT,Online TA,$79.00 ,0,$829.50 
City Hotel,2019,June,1,0,BB,$12.99 ,PRT,Online TA,$139.00 ,0,$541.68 
City Hotel,2019,June,4,0,BB,$12.99 ,PRT,Online TA,$214.00 ,0,"$3,335.83 "
City Hotel,2019,May,3,2,BB,$12.99 ,ITA,Online TA,$113.05 ,0,"$2,202.78 "
City Hotel,2020,April,2,1,BB,$12.99 ,BRA,Online TA,$171.00 ,0,"$1,999.16 "
City Hotel,2020,April,1,0,BB,$12.99 ,ESP,Online TA,$220.00 ,0,$857.34 
City Hotel,2020,August,1,0,BB,$12.99 ,PRT,Online TA,$200.00 ,0,$779.40 
City Hotel,2020,August,1,0,SC,$35.00 ,FRA,Online TA,$159.00 ,0,"$1,669.50 "
City Hotel,2020,February,2,0,SC,$35.00 ,BRA,Online TA,$88.00 ,0,"$1,848.00 "
City Hotel,2020,February,0,2,HB,$17.99 ,PRT,Online TA,$184.00 ,0,"$1,986.10 "
City Hotel,2020,January,2,0,SC,$35.00 ,ESP,Online TA,$88.00 ,0,"$1,848.00 "
City Hotel,2020,January,0,2,HB,$17.99 ,CHE,Online TA,$135.50 ,0,"$1,462.59 "
City Hotel,2020,January,2,2,BB,$12.99 ,COL,Online TA,$126.01 ,0,"$1,964.24 "
City Hotel,2020,January,1,0,BB,$12.99 ,ESP,Online TA,$108.00 ,0,$420.88 
City Hotel,2020,January,2,2,HB,$17.99 ,FRA,Online TA,$124.10 ,0,"$2,679.07 "
City Hotel,2020,July,1,0,BB,$12.99 ,PRT,Online TA,$160.00 ,0,$623.52 
City Hotel,2020,June,0,1,SC,$35.00 ,PRT,Online TA,$100.00 ,0,"$1,050.00 "
City Hotel,2020,March,1,0,BB,$12.99 ,GBR,Online TA,$108.00 ,0,$420.88 
City Hotel,2020,March,1,0,BB,$12.99 ,GBR,Online TA,$108.00 ,0,$420.88 
City Hotel,2020,May,1,0,BB,$12.99 ,PRT,Online TA,$180.00 ,0,$701.46 
City Hotel,2018,August,3,0,SC,$35.00 ,PRT,Online TA,$153.00 ,0,"$4,819.50 "
City Hotel,2018,August,2,1,BB,$12.99 ,PRT,Online TA,$126.67 ,0,"$1,480.90 "
City Hotel,2018,August,1,1,BB,$12.99 ,PRT,Online TA,$98.00 ,0,$763.81 
City Hotel,2018,November,1,0,BB,$12.99 ,PRT,Online TA,$87.00 ,0,$339.04 
City Hotel,2018,October,2,2,BB,$12.99 ,PRT,Online TA,$164.00 ,0,"$2,556.43 "
City Hotel,2018,October,0,1,BB,$12.99 ,PRT,Online TA,$126.00 ,0,$491.02 
City Hotel,2018,September,1,1,BB,$12.99 ,PRT,Online TA,$123.50 ,0,$962.56 
City Hotel,2019,April,2,0,BB,$12.99 ,CPV,Online TA,$147.00 ,0,"$1,145.72 "
City Hotel,2019,April,2,0,BB,$12.99 ,ESP,Online TA,$146.00 ,0,"$1,137.92 "
City Hotel,2019,April,1,2,SC,$35.00 ,FRA,Online TA,$89.00 ,0,"$2,803.50 "
City Hotel,2019,August,1,0,SC,$35.00 ,ESP,Online TA,$139.00 ,0,"$1,459.50 "
City Hotel,2019,August,1,1,BB,$12.99 ,PRT,Online TA,$207.00 ,0,"$1,613.36 "
City Hotel,2019,August,3,0,BB,$12.99 ,DEU,Online TA,$163.67 ,0,"$1,913.47 "
City Hotel,2019,February,6,2,SC,$35.00 ,BRA,Online TA,$79.00 ,0,"$6,636.00 "
City Hotel,2019,February,0,2,SC,$35.00 ,ESP,Online TA,$79.00 ,0,"$1,659.00 "
City Hotel,2019,February,3,0,BB,$12.99 ,FRA,Online TA,$100.00 ,0,"$1,169.10 "
City Hotel,2019,February,4,0,BB,$12.99 ,ESP,Online TA,$106.00 ,0,"$1,652.33 "
City Hotel,2019,January,1,1,BB,$12.99 ,AGO,Online TA,$78.30 ,0,$610.27 
City Hotel,2019,January,1,1,SC,$35.00 ,UKR,Online TA,$67.50 ,0,"$1,417.50 "
City Hotel,2019,July,2,0,SC,$35.00 ,ESP,Online TA,$139.00 ,0,"$2,919.00 "
City Hotel,2019,July,1,2,BB,$12.99 ,GBR,Online TA,$162.67 ,0,"$1,901.77 "
City Hotel,2019,March,2,0,BB,$12.99 ,FRA,Online TA,$101.00 ,0,$787.19 
City Hotel,2019,March,4,1,SC,$35.00 ,GEO,Online TA,$90.60 ,0,"$4,756.50 "
City Hotel,2019,March,2,0,BB,$12.99 ,ESP,Online TA,$145.00 ,0,"$1,130.13 "
City Hotel,2019,March,2,0,BB,$12.99 ,FRA,Online TA,$139.00 ,0,"$1,083.37 "
City Hotel,2019,March,3,0,BB,$12.99 ,PRT,Online TA,$147.67 ,0,"$1,726.41 "
City Hotel,2019,March,5,2,SC,$35.00 ,CPV,Online TA,$93.29 ,0,"$6,856.82 "
City Hotel,2019,May,1,0,BB,$12.99 ,ITA,Online TA,$156.00 ,0,$607.93 
City Hotel,2019,May,2,0,BB,$12.99 ,POL,Online TA,$176.00 ,0,"$1,371.74 "
City Hotel,2019,September,5,2,BB,$12.99 ,PRT,Online TA,$179.71 ,0,"$4,902.31 "
City Hotel,2019,September,1,1,BB,$12.99 ,PRT,Online TA,$170.00 ,0,"$1,324.98 "
City Hotel,2020,April,1,0,BB,$12.99 ,IRL,Online TA,$190.00 ,0,$740.43 
City Hotel,2020,February,1,0,BB,$12.99 ,ITA,Online TA,$98.00 ,0,$381.91 
City Hotel,2020,February,2,0,HB,$17.99 ,ESP,Online TA,$186.00 ,0,"$2,007.68 "
City Hotel,2020,February,1,2,BB,$12.99 ,PRT,Online TA,$86.40 ,0,"$1,010.10 "
City Hotel,2020,January,2,2,SC,$35.00 ,ESP,Online TA,$88.40 ,0,"$3,712.80 "
City Hotel,2020,January,4,0,BB,$12.99 ,MAR,Online TA,$83.09 ,0,"$1,295.21 "
City Hotel,2020,January,3,1,SC,$35.00 ,NOR,Online TA,$78.00 ,0,"$3,276.00 "
City Hotel,2020,June,1,0,SC,$35.00 ,PRT,Online TA,$100.00 ,0,"$1,050.00 "
City Hotel,2020,June,2,0,BB,$12.99 ,PRT,Online TA,$95.00 ,0,$740.43 
City Hotel,2020,March,15,6,BB,$12.99 ,PRT,Online TA,$231.81 ,0,"$18,970.63 "
City Hotel,2020,March,3,0,HB,$17.99 ,MAR,Online TA,$149.33 ,0,"$2,417.80 "
City Hotel,2020,March,3,0,BB,$12.99 ,PRT,Online TA,$118.00 ,0,"$1,379.54 "
City Hotel,2020,May,1,0,BB,$12.99 ,GBR,Online TA,$260.00 ,0,"$1,013.22 "
City Hotel,2020,May,0,1,HB,$17.99 ,PRT,Online TA,$198.00 ,0,"$1,068.61 "
City Hotel,2018,August,2,0,BB,$12.99 ,PRT,Online TA,$88.00 ,0,$685.87 
City Hotel,2018,August,5,1,BB,$12.99 ,PRT,Online TA,$134.17 ,0,"$3,137.16 "
City Hotel,2018,August,3,2,BB,$12.99 ,PRT,Online TA,$80.00 ,0,"$1,558.80 "
City Hotel,2018,December,1,0,BB,$12.99 ,PRT,Online TA,$154.50 ,0,$602.09 
City Hotel,2018,December,2,0,BB,$12.99 ,ESP,Online TA,$137.00 ,0,"$1,067.78 "
City Hotel,2018,December,2,0,BB,$12.99 ,PRT,Online TA,$127.00 ,0,$989.84 
City Hotel,2018,October,0,1,BB,$12.99 ,PRT,Online TA,$90.00 ,0,$350.73 
City Hotel,2018,September,4,0,BB,$12.99 ,PRT,Online TA,$224.50 ,0,"$3,499.51 "
City Hotel,2018,September,3,2,SC,$35.00 ,PRT,Online TA,$133.00 ,0,"$6,982.50 "
City Hotel,2019,April,2,0,BB,$12.99 ,ESP,Online TA,$111.00 ,0,$865.13 
City Hotel,2019,April,2,2,BB,$12.99 ,GBR,Online TA,$135.00 ,0,"$2,104.38 "
City Hotel,2019,April,2,1,SC,$35.00 ,PRT,Online TA,$83.93 ,0,"$2,643.80 "
City Hotel,2019,August,1,1,SC,$35.00 ,IRL,Online TA,$109.00 ,0,"$2,289.00 "
City Hotel,2019,August,1,0,BB,$12.99 ,PRT,Online TA,$121.60 ,0,$473.88 
City Hotel,2019,August,2,2,BB,$12.99 ,ESP,Online TA,$140.00 ,0,"$2,182.32 "
City Hotel,2019,February,2,2,BB,$12.99 ,ITA,Online TA,$91.00 ,0,"$1,418.51 "
City Hotel,2019,February,1,0,BB,$12.99 ,PRT,Online TA,$91.00 ,0,$354.63 
City Hotel,2019,January,1,0,SC,$35.00 ,PRT,Online TA,$69.50 ,0,$729.75 
City Hotel,2019,January,1,1,SC,$35.00 ,ITA,Online TA,$67.50 ,0,"$1,417.50 "
City Hotel,2019,January,2,0,SC,$35.00 ,PRT,Online TA,$84.00 ,0,"$1,764.00 "
City Hotel,2019,January,1,0,BB,$12.99 ,FRA,Online TA,$93.00 ,0,$362.42 
City Hotel,2019,July,1,1,BB,$12.99 ,FRA,Online TA,$141.00 ,0,"$1,098.95 "
City Hotel,2019,July,2,0,SC,$35.00 ,ARE,Online TA,$124.00 ,0,"$2,604.00 "
City Hotel,2019,June,1,0,BB,$12.99 ,PRT,Online TA,$121.00 ,0,$471.54 
City Hotel,2019,June,2,0,BB,$12.99 ,POL,Online TA,$162.75 ,0,"$1,268.47 "
City Hotel,2019,June,4,2,BB,$12.99 ,FIN,Online TA,$145.25 ,0,"$3,396.24 "
City Hotel,2019,March,1,0,HB,$17.99 ,PRT,Online TA,$154.00 ,0,$831.14 
City Hotel,2019,March,1,2,BB,$12.99 ,USA,Online TA,$118.00 ,0,"$1,379.54 "
City Hotel,2019,March,2,1,BB,$12.99 ,NLD,Online TA,$127.00 ,0,"$1,484.76 "
City Hotel,2019,March,1,1,BB,$12.99 ,ESP,Online TA,$119.00 ,0,$927.49 
City Hotel,2019,March,2,0,SC,$35.00 ,ESP,Online TA,$134.00 ,0,"$2,814.00 "
City Hotel,2019,September,3,2,BB,$12.99 ,BEL,Online TA,$169.00 ,0,"$3,292.97 "
City Hotel,2019,September,1,1,SC,$35.00 ,KOR,Online TA,$149.00 ,0,"$3,129.00 "
City Hotel,2019,September,2,0,BB,$12.99 ,PRT,Online TA,$124.36 ,0,$969.26 
City Hotel,2019,September,2,0,BB,$12.99 ,AGO,Online TA,$242.00 ,0,"$1,886.15 "
City Hotel,2019,September,1,0,BB,$12.99 ,PRT,Online TA,$169.00 ,0,$658.59 
City Hotel,2019,September,1,2,BB,$12.99 ,PRT,Online TA,$130.40 ,0,"$1,524.51 "
City Hotel,2020,April,1,1,SC,$35.00 ,USA,Online TA,$155.00 ,0,"$3,255.00 "
City Hotel,2020,February,2,0,BB,$12.99 ,PRT,Online TA,$158.00 ,0,"$1,231.45 "
City Hotel,2020,February,2,0,BB,$12.99 ,PRT,Online TA,$263.00 ,0,"$2,049.82 "
City Hotel,2020,February,4,1,BB,$12.99 ,ISR,Online TA,$200.00 ,0,"$3,897.00 "
City Hotel,2020,January,3,1,HB,$17.99 ,ESP,Online TA,$111.78 ,0,"$2,413.11 "
City Hotel,2020,January,2,1,BB,$12.99 ,SWE,Online TA,$158.00 ,0,"$1,847.18 "
City Hotel,2020,July,2,0,SC,$35.00 ,USA,Online TA,$160.00 ,0,"$3,360.00 "
City Hotel,2020,March,0,1,BB,$12.99 ,PRT,Online TA,$78.40 ,0,$305.52 
City Hotel,2020,May,2,0,SC,$35.00 ,FRA,Online TA,$155.00 ,0,"$3,255.00 "
City Hotel,2020,May,1,0,BB,$12.99 ,JEY,Online TA,$252.00 ,0,$982.04 
City Hotel,2018,August,4,1,BB,$12.99 ,PRT,Online TA,$90.00 ,0,"$1,753.65 "
City Hotel,2018,August,3,0,BB,$12.99 ,PRT,Online TA,$98.00 ,0,"$1,145.72 "
City Hotel,2018,August,1,1,BB,$12.99 ,PRT,Online TA,$162.00 ,0,"$1,262.63 "
City Hotel,2018,August,2,2,BB,$12.99 ,PRT,Online TA,$99.75 ,0,"$1,554.90 "
City Hotel,2018,August,10,3,BB,$12.99 ,PRT,Online TA,$98.62 ,0,"$4,996.19 "
City Hotel,2018,December,1,0,BB,$12.99 ,ESP,Online TA,$111.00 ,0,$432.57 
City Hotel,2018,November,2,1,BB,$12.99 ,PRT,Online TA,$105.00 ,0,"$1,227.56 "
City Hotel,2018,November,1,0,BB,$12.99 ,PRT,Online TA,$107.00 ,0,$416.98 
City Hotel,2018,October,2,1,BB,$12.99 ,PRT,Online TA,$136.00 ,0,"$1,589.98 "
City Hotel,2018,September,1,0,BB,$12.99 ,PRT,Online TA,$124.00 ,0,$483.23 
City Hotel,2018,September,2,0,BB,$12.99 ,PRT,Online TA,$124.00 ,0,$966.46 
City Hotel,2018,September,1,0,BB,$12.99 ,PRT,Online TA,$158.00 ,0,$615.73 
City Hotel,2018,September,1,0,BB,$12.99 ,PRT,Online TA,$164.00 ,0,$639.11 
City Hotel,2018,September,1,0,BB,$12.99 ,PRT,Online TA,$174.00 ,0,$678.08 
City Hotel,2018,September,3,1,BB,$12.99 ,PRT,Online TA,$155.00 ,0,"$2,416.14 "
City Hotel,2018,September,1,0,BB,$12.99 ,PRT,Online TA,$139.00 ,0,$541.68 
City Hotel,2018,September,3,2,SC,$35.00 ,PRT,Online TA,$127.51 ,0,"$6,694.28 "
City Hotel,2019,April,1,0,BB,$12.99 ,PRT,Online TA,$143.50 ,0,$559.22 
City Hotel,2019,April,5,3,BB,$12.99 ,CHN,Online TA,$126.75 ,0,"$3,951.56 "
City Hotel,2019,April,2,0,BB,$12.99 ,ESP,Online TA,$116.00 ,0,$904.10 
City Hotel,2019,April,2,0,BB,$12.99 ,ESP,Online TA,$131.00 ,0,"$1,021.01 "
City Hotel,2019,August,1,1,SC,$35.00 ,FRA,Online TA,$109.00 ,0,"$2,289.00 "
City Hotel,2019,August,1,0,BB,$12.99 ,PRT,Online TA,$231.00 ,0,$900.21 
City Hotel,2019,August,3,0,BB,$12.99 ,ITA,Online TA,$151.00 ,0,"$1,765.34 "
City Hotel,2019,August,0,1,BB,$12.99 ,PRT,Online TA,$167.00 ,0,$650.80 
City Hotel,2019,August,1,0,SC,$35.00 ,ESP,Online TA,$139.00 ,0,"$1,459.50 "
City Hotel,2019,February,3,0,BB,$12.99 ,GBR,Online TA,$83.03 ,0,$970.70 
City Hotel,2019,February,2,0,BB,$12.99 ,PRT,Online TA,$91.00 ,0,$709.25 
City Hotel,2019,February,5,2,BB,$12.99 ,CHN,Online TA,$85.00 ,0,"$2,318.72 "
City Hotel,2019,January,1,0,SC,$35.00 ,ESP,Online TA,$75.00 ,0,$787.50 
City Hotel,2019,January,1,0,BB,$12.99 ,VEN,Online TA,$75.00 ,0,$292.27 
City Hotel,2019,July,1,2,BB,$12.99 ,BEL,Online TA,$142.33 ,0,"$1,663.98 "
City Hotel,2019,July,1,0,SC,$35.00 ,ARE,Online TA,$139.00 ,0,"$1,459.50 "
City Hotel,2019,July,3,0,BB,$12.99 ,ITA,Online TA,$187.00 ,0,"$2,186.22 "
City Hotel,2019,July,1,0,BB,$12.99 ,ESP,Online TA,$151.00 ,0,$588.45 
City Hotel,2019,July,2,0,SC,$35.00 ,ESP,Online TA,$124.00 ,0,"$2,604.00 "
City Hotel,2019,June,3,0,BB,$12.99 ,SWE,Online TA,$137.67 ,0,"$1,609.50 "
City Hotel,2019,June,3,1,BB,$12.99 ,BEL,Online TA,$143.50 ,0,"$2,236.88 "
City Hotel,2019,June,3,2,SC,$35.00 ,PRT,Online TA,$116.42 ,0,"$6,112.05 "
City Hotel,2019,June,4,0,SC,$35.00 ,IRL,Online TA,$134.00 ,0,"$5,628.00 "
City Hotel,2019,March,2,1,SC,$35.00 ,TUR,Online TA,$89.00 ,0,"$2,803.50 "
City Hotel,2019,March,3,0,BB,$12.99 ,NLD,Online TA,$101.00 ,0,"$1,180.79 "
City Hotel,2019,March,2,1,BB,$12.99 ,BEL,Online TA,$109.00 ,0,"$1,274.32 "
City Hotel,2019,March,5,0,BB,$12.99 ,PRT,Online TA,$129.00 ,0,"$2,513.57 "
City Hotel,2019,March,1,0,BB,$12.99 ,GBR,Online TA,$101.00 ,0,$393.60 
City Hotel,2019,March,1,0,SC,$35.00 ,ESP,Online TA,$89.00 ,0,$934.50 
City Hotel,2019,March,5,2,BB,$12.99 ,USA,Online TA,$146.00 ,0,"$3,982.73 "
City Hotel,2019,March,3,2,HB,$17.99 ,DEU,Online TA,$254.00 ,0,"$6,854.19 "
City Hotel,2019,May,2,2,BB,$12.99 ,GBR,Online TA,$117.73 ,0,"$1,835.18 "
City Hotel,2019,September,1,0,SC,$35.00 ,CHN,Online TA,$134.10 ,0,"$1,408.05 "
City Hotel,2019,September,3,1,SC,$35.00 ,FRA,Online TA,$141.50 ,0,"$5,943.00 "
City Hotel,2019,September,2,1,BB,$12.99 ,TUR,Online TA,$177.33 ,0,"$2,073.17 "
City Hotel,2019,September,1,0,SC,$35.00 ,USA,Online TA,$159.00 ,0,"$1,669.50 "
City Hotel,2019,September,2,2,BB,$12.99 ,FRA,Online TA,$166.50 ,0,"$2,595.40 "
City Hotel,2020,April,2,0,BB,$12.99 ,CHN,Online TA,$171.00 ,0,"$1,332.77 "
City Hotel,2020,January,1,0,BB,$12.99 ,PRT,Online TA,$108.00 ,0,$420.88 
City Hotel,2020,July,3,2,SC,$35.00 ,PRT,Online TA,$140.00 ,0,"$7,350.00 "
City Hotel,2020,July,1,1,SC,$35.00 ,PRT,Online TA,$139.50 ,0,"$2,929.50 "
City Hotel,2020,June,3,0,BB,$12.99 ,RUS,Online TA,$186.67 ,0,"$2,182.36 "
City Hotel,2020,May,3,2,SC,$35.00 ,BRA,Online TA,$150.00 ,0,"$7,875.00 "
City Hotel,2020,May,1,0,BB,$12.99 ,PRT,Online TA,$89.10 ,0,$347.22 
City Hotel,2018,August,2,1,BB,$12.99 ,PRT,Online TA,$95.33 ,0,"$1,114.50 "
City Hotel,2018,August,0,1,BB,$12.99 ,PRT,Online TA,$162.00 ,0,$631.31 
City Hotel,2018,December,0,1,BB,$12.99 ,PRT,Online TA,$104.25 ,0,$406.26 
City Hotel,2018,December,2,1,BB,$12.99 ,FRA,Online TA,$87.00 ,0,"$1,017.12 "
City Hotel,2018,October,3,2,BB,$12.99 ,PRT,Online TA,$131.40 ,0,"$2,560.33 "
City Hotel,2018,October,2,1,SC,$35.00 ,PRT,Online TA,$102.60 ,0,"$3,231.90 "
City Hotel,2018,October,3,1,SC,$35.00 ,PRT,Online TA,$114.00 ,0,"$4,788.00 "
City Hotel,2018,September,10,3,BB,$12.99 ,PRT,Online TA,$116.62 ,0,"$5,908.09 "
City Hotel,2018,September,1,1,BB,$12.99 ,PRT,Online TA,$104.50 ,0,$814.47 
City Hotel,2018,September,2,1,BB,$12.99 ,PRT,Online TA,$127.00 ,0,"$1,484.76 "
City Hotel,2018,September,2,0,BB,$12.99 ,PRT,Online TA,$155.00 ,0,"$1,208.07 "
City Hotel,2019,April,2,0,BB,$12.99 ,ESP,Online TA,$196.00 ,0,"$1,527.62 "
City Hotel,2019,April,2,2,BB,$12.99 ,KOR,Online TA,$148.50 ,0,"$2,314.82 "
City Hotel,2019,April,1,1,SC,$35.00 ,BGD,Online TA,$104.00 ,0,"$2,184.00 "
City Hotel,2019,April,1,1,BB,$12.99 ,BGD,Online TA,$152.00 ,0,"$1,184.69 "
City Hotel,2019,August,3,0,BB,$12.99 ,FRA,Online TA,$166.00 ,0,"$1,940.71 "
City Hotel,2019,August,3,1,BB,$12.99 ,PRT,Online TA,$145.90 ,0,"$2,274.29 "
City Hotel,2019,February,1,0,BB,$12.99 ,ZAF,Online TA,$79.00 ,0,$307.86 
City Hotel,2019,February,3,1,BB,$12.99 ,ITA,Online TA,$109.00 ,0,"$1,699.09 "
City Hotel,2019,February,2,0,BB,$12.99 ,ITA,Online TA,$106.00 ,0,$826.16 
City Hotel,2019,February,2,1,BB,$12.99 ,PRT,Online TA,$106.00 ,0,"$1,239.25 "
City Hotel,2019,February,2,1,BB,$12.99 ,CHE,Online TA,$85.00 ,0,$993.74 
City Hotel,2019,February,1,0,BB,$12.99 ,PRT,Online TA,$91.00 ,0,$354.63 
City Hotel,2019,February,2,1,BB,$12.99 ,FRA,Online TA,$92.00 ,0,"$1,075.57 "
City Hotel,2019,February,2,0,SC,$35.00 ,ESP,Online TA,$79.00 ,0,"$1,659.00 "
City Hotel,2019,February,2,0,SC,$35.00 ,MAR,Online TA,$79.00 ,0,"$1,659.00 "
City Hotel,2019,July,1,1,SC,$35.00 ,ITA,Online TA,$132.00 ,0,"$2,772.00 "
City Hotel,2019,July,2,1,BB,$12.99 ,ESP,Online TA,$163.67 ,0,"$1,913.47 "
City Hotel,2019,July,2,0,SC,$35.00 ,PRT,Online TA,$87.78 ,0,"$1,843.38 "
City Hotel,2019,June,0,1,SC,$35.00 ,PRT,Online TA,$119.00 ,0,"$1,249.50 "
City Hotel,2019,June,1,0,BB,$12.99 ,CHN,Online TA,$85.50 ,0,$333.19 
City Hotel,2019,June,1,0,BB,$12.99 ,HKG,Online TA,$95.00 ,0,$370.22 
City Hotel,2019,June,3,2,BB,$12.99 ,PRT,Online TA,$103.64 ,0,"$2,019.43 "
City Hotel,2019,June,1,0,SC,$35.00 ,LUX,Online TA,$139.00 ,0,"$1,459.50 "
City Hotel,2019,June,1,0,SC,$35.00 ,LUX,Online TA,$139.00 ,0,"$1,459.50 "
City Hotel,2019,March,1,0,BB,$12.99 ,GBR,Online TA,$93.00 ,0,$362.42 
City Hotel,2019,March,3,0,BB,$12.99 ,MAR,Online TA,$116.00 ,0,"$1,356.16 "
City Hotel,2019,March,3,0,BB,$12.99 ,MAR,Online TA,$137.00 ,0,"$1,601.67 "
City Hotel,2019,March,2,0,SC,$35.00 ,COL,Online TA,$93.00 ,0,"$1,953.00 "
City Hotel,2019,March,2,0,BB,$12.99 ,ESP,Online TA,$118.00 ,0,$919.69 
City Hotel,2019,March,2,0,BB,$12.99 ,ESP,Online TA,$127.00 ,0,$989.84 
City Hotel,2019,March,0,2,BB,$12.99 ,FRA,Online TA,$103.00 ,0,$802.78 
City Hotel,2019,March,2,0,SC,$35.00 ,ESP,Online TA,$89.00 ,0,"$1,869.00 "
City Hotel,2019,March,3,2,BB,$12.99 ,CHE,Online TA,$161.00 ,0,"$3,137.09 "
City Hotel,2019,May,4,0,SC,$35.00 ,BRA,Online TA,$129.00 ,0,"$5,418.00 "
City Hotel,2019,May,4,2,BB,$12.99 ,PRT,Online TA,$197.12 ,0,"$4,609.06 "
City Hotel,2019,May,3,0,BB,$12.99 ,NLD,Online TA,$125.00 ,0,"$1,461.38 "
City Hotel,2019,September,3,2,BB,$12.99 ,ITA,Online TA,$137.00 ,0,"$2,669.45 "
City Hotel,2019,September,2,2,BB,$12.99 ,GBR,Online TA,$154.00 ,0,"$2,400.55 "
City Hotel,2019,September,3,0,BB,$12.99 ,FRA,Online TA,$184.00 ,0,"$2,151.14 "
City Hotel,2019,September,1,0,BB,$12.99 ,GBR,Online TA,$187.00 ,0,$728.74 
City Hotel,2019,September,2,0,BB,$12.99 ,GBR,Online TA,$159.00 ,0,"$1,239.25 "
City Hotel,2019,September,1,2,BB,$12.99 ,BEL,Online TA,$162.33 ,0,"$1,897.80 "
City Hotel,2020,April,4,1,SC,$35.00 ,AUT,Online TA,$156.00 ,0,"$8,190.00 "
City Hotel,2020,April,3,1,SC,$35.00 ,CN,Online TA,$157.50 ,0,"$6,615.00 "
City Hotel,2020,February,2,0,SC,$35.00 ,PRT,Online TA,$88.00 ,0,"$1,848.00 "
City Hotel,2020,February,1,0,SC,$35.00 ,FRA,Online TA,$44.00 ,0,$462.00 
City Hotel,2020,February,1,0,BB,$12.99 ,FRA,Online TA,$84.00 ,0,$327.35 
City Hotel,2020,February,1,0,BB,$12.99 ,FRA,Online TA,$108.00 ,0,$420.88 
City Hotel,2020,February,1,0,BB,$12.99 ,GBR,Online TA,$108.00 ,0,$420.88 
City Hotel,2020,February,1,0,BB,$12.99 ,FRA,Online TA,$128.00 ,0,$498.82 
City Hotel,2020,February,2,0,BB,$12.99 ,ESP,Online TA,$163.00 ,0,"$1,270.42 "
City Hotel,2020,January,3,1,BB,$12.99 ,ESP,Online TA,$96.90 ,0,"$1,510.48 "
City Hotel,2020,January,1,0,BB,$12.99 ,PRT,Online TA,$168.00 ,0,$654.70 
City Hotel,2020,January,6,4,SC,$35.00 ,CHE,Online TA,$74.06 ,0,"$7,776.30 "
City Hotel,2020,January,1,1,BB,$12.99 ,PRT,Online TA,$106.00 ,0,$826.16 
City Hotel,2020,January,1,1,SC,$35.00 ,PRT,Online TA,$88.00 ,0,"$1,848.00 "
City Hotel,2020,July,1,1,SC,$35.00 ,DEU,Online TA,$105.00 ,0,"$2,205.00 "
City Hotel,2020,July,0,1,BB,$12.99 ,DEU,Online TA,$135.00 ,0,$526.10 
City Hotel,2020,July,0,1,BB,$12.99 ,GBR,Online TA,$200.00 ,0,$779.40 
City Hotel,2020,June,2,0,BB,$12.99 ,PRT,Online TA,$95.00 ,0,$740.43 
City Hotel,2020,March,2,2,SC,$35.00 ,AGO,Online TA,$91.80 ,0,"$3,855.60 "
City Hotel,2020,March,0,2,SC,$35.00 ,DEU,Online TA,$78.00 ,0,"$1,638.00 "
City Hotel,2020,March,3,2,BB,$12.99 ,USA,Online TA,$152.00 ,0,"$2,961.72 "
